#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
RFX1_trans_act       PF04589.18 XP_039370350.1       -            9.3e-64  214.9  73.0   3.9e-47  160.9  13.5   6.9   5   1   3   8   8   8   5 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370350.1       -            1.7e-33  115.4   0.1   5.1e-33  113.9   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_039370350.1       -              0.091   13.5   1.7      0.37   11.5   1.7   2.0   1   0   0   1   1   1   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_039370351.1       -            2.7e-62  210.2  76.2   9.9e-46  156.3  13.0   6.8   5   1   3   8   8   8   5 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370351.1       -              2e-33  115.2   0.1     6e-33  113.7   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
Adcy_cons_dom        PF06327.19 XP_039370351.1       -                0.7   11.0   2.5       2.5    9.2   0.3   2.8   2   0   0   2   2   2   0 Adenylate cyclase, conserved domain
RFX1_trans_act       PF04589.18 XP_039370353.1       -            2.3e-60  203.9  57.6   8.1e-46  156.6  13.0   5.5   5   1   1   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370353.1       -            1.7e-33  115.5   0.1     5e-33  113.9   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_039370354.1       -            1.6e-62  210.9  59.7   8.8e-46  156.5  13.0   5.3   5   1   1   6   6   6   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370354.1       -            1.8e-33  115.4   0.1   5.4e-33  113.9   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
Adcy_cons_dom        PF06327.19 XP_039370354.1       -               0.52   11.4   2.4       2.3    9.3   0.3   2.9   2   0   0   2   2   2   0 Adenylate cyclase, conserved domain
RFX1_trans_act       PF04589.18 XP_039370355.1       -            7.8e-72  241.2  54.3   6.2e-66  222.0  18.5   6.0   4   1   3   7   7   7   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370355.1       -            1.5e-33  115.6   0.1   4.7e-33  114.0   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
ThermoDBP-RP_arch    PF10015.14 XP_039370355.1       -                0.3   11.6   0.2       0.8   10.3   0.2   1.7   1   0   0   1   1   1   0 ThermoDBP-related, archaea
Adcy_cons_dom        PF06327.19 XP_039370355.1       -               0.45   11.6   2.0       1.9    9.6   0.2   2.6   2   0   0   2   2   2   0 Adenylate cyclase, conserved domain
RFX1_trans_act       PF04589.18 XP_039370356.1       -            1.2e-64  217.8  83.5   8.2e-46  156.6  13.0   5.9   4   1   3   7   7   7   5 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370356.1       -            1.8e-33  115.4   0.1   5.1e-33  113.9   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
Adcy_cons_dom        PF06327.19 XP_039370356.1       -                0.7   11.0   2.4       2.2    9.4   0.3   2.6   2   0   0   2   2   2   0 Adenylate cyclase, conserved domain
RFX1_trans_act       PF04589.18 XP_039370357.1       -            1.1e-64  217.9  83.5     8e-46  156.6  13.0   5.9   4   1   3   7   7   7   5 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370357.1       -            1.8e-33  115.4   0.1     5e-33  114.0   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
Adcy_cons_dom        PF06327.19 XP_039370357.1       -               0.68   11.0   2.4       2.1    9.4   0.3   2.6   2   0   0   2   2   2   0 Adenylate cyclase, conserved domain
RFX1_trans_act       PF04589.18 XP_039370358.1       -            4.3e-66  222.5  70.9   8.9e-62  208.5  34.4   6.0   4   1   3   7   7   7   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370358.1       -            1.6e-33  115.6   0.1     5e-33  114.0   0.1   1.9   1   0   0   1   1   1   1 RFX DNA-binding domain
Adcy_cons_dom        PF06327.19 XP_039370358.1       -               0.57   11.2   2.4       2.1    9.4   0.3   2.7   2   0   0   2   2   2   0 Adenylate cyclase, conserved domain
RFX1_trans_act       PF04589.18 XP_039370359.1       -            1.7e-69  233.6  43.6     1e-66  224.6   6.6   5.2   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_039370359.1       -            2.4e-33  115.0   0.1   5.8e-33  113.8   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784577.1       -            2.1e-71  239.8  37.1   2.7e-68  229.7   1.4   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784577.1       -            2.7e-33  114.8   0.1     6e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784578.1       -            2.1e-71  239.8  37.1   2.7e-68  229.7   1.4   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784578.1       -            2.7e-33  114.8   0.1     6e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784579.1       -            2.1e-71  239.8  37.1   2.7e-68  229.7   1.4   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784579.1       -            2.7e-33  114.8   0.1     6e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784580.1       -            2.1e-71  239.8  37.1   2.7e-68  229.7   1.4   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784580.1       -            2.7e-33  114.8   0.1     6e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784581.1       -            2.1e-71  239.8  37.1   2.7e-68  229.7   1.4   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784581.1       -            2.7e-33  114.8   0.1     6e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784582.1       -            2.1e-71  239.8  37.1   2.7e-68  229.7   1.4   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784582.1       -            2.7e-33  114.8   0.1     6e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784584.1       -            1.7e-64  217.4  39.9     2e-60  204.1   7.4   5.2   2   1   2   4   4   4   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784584.1       -            2.6e-33  114.8   0.1     6e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784585.1       -            3.1e-67  226.2  36.8   8.6e-67  224.8   6.3   4.2   4   2   0   4   4   4   2 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784585.1       -            2.6e-33  114.9   0.1   5.9e-33  113.7   0.1   1.6   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784586.1       -            2.1e-70  236.5  40.4   6.4e-67  225.2   6.0   4.8   3   1   1   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784586.1       -            2.2e-33  115.1   0.1   5.4e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784587.1       -              2e-70  236.6  40.4   6.4e-67  225.2   6.0   4.8   3   1   1   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784587.1       -            2.2e-33  115.1   0.1   5.3e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784588.1       -              2e-70  236.6  40.4   6.4e-67  225.2   6.0   4.8   3   1   1   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784588.1       -            2.2e-33  115.1   0.1   5.3e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784589.1       -            1.2e-63  214.6  68.4     3e-61  206.8  31.2   4.7   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784589.1       -            2.1e-33  115.1   0.1   5.3e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_042784590.1       -              8e-45  153.4  12.5     8e-45  153.4  12.5   2.4   3   0   0   3   3   3   1 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784590.1       -            1.3e-33  115.9   0.1   3.3e-33  114.5   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
ThermoDBP-RP_arch    PF10015.14 XP_042784590.1       -               0.39   11.3   0.6      0.91   10.1   0.6   1.5   1   0   0   1   1   1   0 ThermoDBP-related, archaea
RFX1_trans_act       PF04589.18 XP_042784591.1       -              1e-60  205.0  69.7   1.5e-57  194.8  31.7   4.1   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_042784591.1       -            1.9e-33  115.3   0.1   5.1e-33  113.9   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_048198325.1       -              1e-60  205.0  69.7   1.5e-57  194.8  31.7   4.1   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_048198325.1       -            1.9e-33  115.3   0.1     5e-33  114.0   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_048198326.1       -            1.8e-52  178.3  57.9   1.4e-47  162.3  25.7   3.9   2   1   3   5   5   5   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_048198326.1       -            3.7e-33  114.4   0.1     1e-32  113.0   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_048198327.1       -            1.1e-68  230.9  52.0   4.5e-66  222.5   8.2   5.3   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_048198327.1       -            2.4e-33  115.0   0.1   5.9e-33  113.7   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_066203555.1       -            2.3e-68  229.9  52.9   6.9e-66  221.8   8.8   5.4   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_066203555.1       -            2.4e-33  115.0   0.1     6e-33  113.7   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_066203562.1       -              3e-63  213.3  25.1   3.4e-61  206.6   9.2   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_066203562.1       -            2.4e-33  115.0   0.1     6e-33  113.7   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_066203572.1       -            1.5e-66  224.0  59.1   2.9e-64  216.6  14.3   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_066203572.1       -            2.1e-33  115.2   0.1   5.2e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_066203579.1       -            1.5e-66  224.0  59.1   2.9e-64  216.6  14.3   5.1   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_066203579.1       -            2.1e-33  115.2   0.1   5.2e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_066203584.1       -            1.6e-62  210.9  49.4   2.2e-60  203.9  33.5   4.9   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_066203584.1       -              2e-33  115.3   0.1   5.2e-33  113.9   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_066203584.1       -                1.2    9.9   4.4       0.7   10.7   0.4   2.4   3   0   0   3   3   3   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_066203593.1       -              1e-57  195.3  67.7   6.1e-56  189.5  33.5   4.7   3   1   2   5   5   5   3 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_066203593.1       -            1.7e-33  115.4   0.1   4.7e-33  114.1   0.1   1.8   1   0   0   1   1   1   1 RFX DNA-binding domain
EndoU_bacteria       PF14436.11 XP_066203593.1       -                1.8    9.3   5.2      0.94   10.3   1.0   2.4   2   1   1   3   3   3   0 Bacterial EndoU nuclease
RFX1_trans_act       PF04589.18 XP_066203602.1       -            3.9e-62  209.6  52.1   1.7e-60  204.3  31.6   5.4   3   1   4   7   7   7   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_066203602.1       -            2.1e-33  115.2   0.1   5.3e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
RFX1_trans_act       PF04589.18 XP_069333490.1       -            1.6e-63  214.1  74.0   1.7e-61  207.6  32.6   4.9   3   1   3   6   6   6   4 RFX1 transcription activation region
RFX_DNA_binding      PF02257.21 XP_069333490.1       -            2.1e-33  115.1   0.1   5.1e-33  113.9   0.1   1.7   1   0   0   1   1   1   1 RFX DNA-binding domain
